merchant_id,campaign_id,product_id,sku,campaign_name,channel,impressions,clicks,spend,conversions,attributed_revenue,campaign_date,post_time,creative_type,target_segment,customer_city,objective,campaign_status,source,source_row_id
M001,CAMP000014,PROD000128,SKU000128,Streetwear Culture Drop,Instagram,210444,13158,82571.75,610,2812171.39,2024-09-06,21:00,Story,premium_buyers,Hyderabad,traffic,active,campaign_csv,CAMP_ROW_000014
M001,CAMP000015,PROD000467,SKU000467,Republic Day Rush,Facebook,232749,11991,225131.62,244,436949.91,2024-05-25,20:00,Static Post,premium_buyers,Bangalore,retargeting,completed,campaign_csv,CAMP_ROW_000015
M001,CAMP000016,PROD000166,SKU000166,Republic Day Rush,Email,23415,412,185.42,27,19903.26,2024-10-24,12:00,Email,family_buyers,Bangalore,new_launch,active,campaign_csv,CAMP_ROW_000016
M001,CAMP000017,PROD000335,SKU000335,Women's Day Special,Instagram,5239,225,1430.36,3,6056.8,2024-07-29,15:00,Carousel,family_buyers,Bangalore,conversions,completed,campaign_csv,CAMP_ROW_000017
M001,CAMP000018,PROD000001,SKU000001,Independence Day Flash Sale,Instagram,203508,13595,130204.56,1436,1265407.72,2024-12-04,21:00,Story,college_students,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_000018
M001,CAMP000019,PROD000140,SKU000140,Repeat Buyer WhatsApp Push,Facebook,73980,1374,30760.36,40,76408.63,2024-01-23,18:00,Static Post,working_women,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_000019
M001,CAMP000020,PROD000026,SKU000026,Fitness Edit Push,Google Ads,54770,2833,105431.29,124,326428.49,2024-12-20,12:00,Search Ad,young_professionals,Delhi,new_launch,active,campaign_csv,CAMP_ROW_000020
M001,CAMP000021,PROD000407,SKU000407,Weekend Wardrobe,Google Ads,134540,2986,90008.22,117,284511.95,2024-03-22,18:00,Display Ad,family_buyers,Jaipur,traffic,failed,campaign_csv,CAMP_ROW_000021
M001,CAMP000022,PROD000298,SKU000298,Bangalore Fashion Drop,Instagram,289985,14230,175111.19,806,1580469.69,2024-08-11,09:00,Static Post,college_students,Bangalore,new_launch,paused,campaign_csv,CAMP_ROW_000022
M001,CAMP000023,PROD000393,SKU000393,Women's Day Special,Instagram,294997,21375,291102.3,1216,3841911.62,2024-08-04,21:00,Reel,family_buyers,Bangalore,awareness,completed,campaign_csv,CAMP_ROW_000023
M001,CAMP000024,PROD000069,SKU000069,Independence Day Flash Sale,Instagram,190457,9549,54833.06,455,1155525.25,2024-11-04,20:00,Reel,family_buyers,Bangalore,new_launch,completed,campaign_csv,CAMP_ROW_000024
M001,CAMP000025,PROD000065,SKU000065,Repeat Buyer WhatsApp Push,Email,23298,576,846.22,26,39819.78,2024-10-13,09:00,Email,college_students,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_000025
M001,CAMP000026,PROD000128,SKU000128,Monsoon Must-Haves,Google Ads,35825,943,26896.58,55,264565.13,2024-11-02,21:00,Search Ad,premium_buyers,Bangalore,retention,active,campaign_csv,CAMP_ROW_000026
M001,CAMP000027,PROD000065,SKU000065,Diwali Streetwear Push,Facebook,24433,758,9816.0,25,37086.78,2024-11-29,20:00,Static Post,college_students,Bangalore,conversions,completed,campaign_csv,CAMP_ROW_000027
M001,CAMP000028,PROD000073,SKU000073,Premium Buyer Retargeting,Facebook,209838,8466,29980.69,243,393131.42,2024-05-02,21:00,Carousel,working_women,Jaipur,retargeting,completed,campaign_csv,CAMP_ROW_000028
M001,CAMP000029,PROD000444,SKU000444,Weekend Comfort Sale,Instagram,77277,1662,27156.45,94,100035.55,2024-06-28,15:00,Reel,family_buyers,Chennai,awareness,completed,campaign_csv,CAMP_ROW_000029
M001,CAMP000030,PROD000001,SKU000001,Streetwear Culture Drop,Instagram,234838,12380,49737.7,1125,1100143.35,2024-09-21,09:00,Reel,college_students,Kochi,retargeting,completed,campaign_csv,CAMP_ROW_000030
M001,CAMP000031,PROD000404,SKU000404,Office Wear Edit,Instagram,266161,8892,75910.17,282,681961.17,2024-05-06,20:00,Story,family_buyers,Bangalore,retargeting,completed,campaign_csv,CAMP_ROW_000031
M001,CAMP000032,PROD000413,SKU000413,Summer Essentials Campaign,Google Ads,250420,9455,318134.86,453,1397980.4,2024-05-19,18:00,Search Ad,college_students,Bangalore,conversions,completed,campaign_csv,CAMP_ROW_000032
M001,CAMP000033,PROD000455,SKU000455,New Arrivals Reel Blast,Instagram,182394,5317,127244.81,313,252482.02,2024-09-10,12:00,Carousel,streetwear_lovers,Kochi,retargeting,paused,campaign_csv,CAMP_ROW_000033
M001,CAMP000034,PROD000250,SKU000250,Summer Essentials Campaign,WhatsApp,1107,333,75.58,31,103183.27,2024-11-20,21:00,WhatsApp Broadcast,college_students,Bangalore,retargeting,paused,campaign_csv,CAMP_ROW_000034
M001,CAMP000035,PROD000317,SKU000317,College Campus Collection,Facebook,217783,7382,26680.93,137,124895.36,2024-05-07,09:00,Carousel,premium_buyers,Ahmedabad,awareness,completed,campaign_csv,CAMP_ROW_000035
M001,CAMP000036,PROD000445,SKU000445,Fitness Edit Push,Google Ads,186962,5812,174758.72,249,756167.25,2024-01-29,09:00,Search Ad,working_women,Bangalore,retargeting,completed,campaign_csv,CAMP_ROW_000036
M001,CAMP000037,PROD000411,SKU000411,Fitness Edit Push,Facebook,23660,474,11054.86,22,84768.66,2024-07-27,12:00,Static Post,family_buyers,Bangalore,retargeting,active,campaign_csv,CAMP_ROW_000037
M001,CAMP000038,PROD000172,SKU000172,Office Wear Edit,Instagram,6076,263,1098.49,12,32412.91,2024-09-14,21:00,Carousel,family_buyers,Mumbai,retention,completed,campaign_csv,CAMP_ROW_000038
M001,CAMP000039,PROD000384,SKU000384,Streetwear Culture Drop,Instagram,108353,4222,99975.52,178,636038.7,2024-01-07,19:00,Reel,working_women,Hyderabad,awareness,completed,campaign_csv,CAMP_ROW_000039
M001,CAMP000040,PROD000245,SKU000245,Weekend Wardrobe,Facebook,191338,4992,47549.25,186,95594.48,2024-09-01,18:00,Story,working_women,Mumbai,traffic,completed,campaign_csv,CAMP_ROW_000040
M001,CAMP000041,PROD000319,SKU000319,Women's Day Special,Email,13756,568,408.07,38,127270.16,2024-12-18,15:00,Email,premium_buyers,Bangalore,awareness,completed,campaign_csv,CAMP_ROW_000041
M001,CAMP000042,PROD000002,SKU000002,Bangalore Exclusive Drop,Email,21644,137,57.96,0,0.0,2024-03-29,09:00,Email,budget_buyers,Bangalore,new_launch,active,campaign_csv,CAMP_ROW_000042
M001,CAMP000043,PROD000011,SKU000011,Year End Clearance,Google Ads,211673,9168,156257.54,400,497832.78,2024-12-28,21:00,Display Ad,family_buyers,Bangalore,awareness,active,campaign_csv,CAMP_ROW_000043
M001,CAMP000044,PROD000401,SKU000401,Monsoon Must-Haves,Facebook,101359,3143,74837.74,100,145491.92,2024-05-19,20:00,Reel,working_women,Bangalore,awareness,active,campaign_csv,CAMP_ROW_000044
M001,CAMP000045,PROD000101,SKU000101,Diwali Streetwear Push,Instagram,48895,3807,57426.06,106,92044.09,2024-07-25,21:00,Story,fitness_lifestyle,Bangalore,conversions,completed,campaign_csv,CAMP_ROW_000045
M001,CAMP000046,PROD000040,SKU000040,Weekend Comfort Sale,Instagram,207781,12463,80805.24,281,684907.99,2024-06-17,21:00,Static Post,family_buyers,Bangalore,awareness,completed,campaign_csv,CAMP_ROW_000046
M001,CAMP000047,PROD000367,SKU000367,Weekend Comfort Sale,WhatsApp,2829,673,311.81,129,237744.83,2024-04-10,15:00,WhatsApp Broadcast,family_buyers,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_000047
M001,CAMP000048,PROD000021,SKU000021,Fitness Edit Push,Facebook,265411,11521,241154.54,689,865237.26,2024-11-10,19:00,Carousel,family_buyers,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_000048
M001,CAMP000049,PROD000195,SKU000195,Summer Essentials Campaign,Instagram,237662,16490,126042.85,415,1495016.9,2024-07-26,19:00,Static Post,family_buyers,Pune,new_launch,completed,campaign_csv,CAMP_ROW_000049
M001,CAMP000050,PROD000383,SKU000383,Black Friday Mega Sale,Email,12726,415,558.53,15,12361.81,2024-04-30,15:00,Email,working_women,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_000050
M001,CAMP000051,PROD000496,SKU000496,Republic Day Rush,Instagram,166857,5504,108487.22,320,988375.85,2024-12-19,12:00,Carousel,premium_buyers,Kochi,conversions,active,campaign_csv,CAMP_ROW_000051
M001,CAMP000052,PROD000019,SKU000019,Premium Buyer Retargeting,Email,27358,662,288.45,34,30380.26,2024-03-16,20:00,Email,streetwear_lovers,Bangalore,awareness,completed,campaign_csv,CAMP_ROW_000052
M001,CAMP000053,PROD000282,SKU000282,Weekend Comfort Sale,Instagram,32520,479,4034.38,26,10737.26,2024-11-18,12:00,Carousel,family_buyers,Bangalore,traffic,active,campaign_csv,CAMP_ROW_000053
M001,CAMP000054,PROD000277,SKU000277,Office Wear Edit,WhatsApp,1596,298,591.95,29,95505.77,2024-03-01,20:00,WhatsApp Broadcast,family_buyers,Bangalore,retargeting,completed,campaign_csv,CAMP_ROW_000054
M001,CAMP000055,PROD000275,SKU000275,Republic Day Rush,Instagram,244327,16669,153213.88,610,278803.35,2024-08-12,19:00,Static Post,streetwear_lovers,Bangalore,conversions,active,campaign_csv,CAMP_ROW_000055
M001,CAMP000056,PROD000001,SKU000001,Back to Work Edit,Instagram,197212,12604,201654.26,828,740220.1,2024-11-30,15:00,Reel,college_students,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_000056
M001,CAMP000057,PROD000411,SKU000411,Year End Clearance,Facebook,180815,5288,75941.42,176,605509.9,2024-01-16,15:00,Reel,family_buyers,Bangalore,new_launch,completed,campaign_csv,CAMP_ROW_000057
M001,CAMP000058,PROD000001,SKU000001,Weekend Comfort Sale,Facebook,24258,1044,8623.01,99,97806.87,2024-06-05,09:00,Carousel,college_students,Chennai,traffic,completed,campaign_csv,CAMP_ROW_000058
M001,CAMP000059,PROD000330,SKU000330,Bangalore Exclusive Drop,Facebook,32766,1071,14047.99,38,101360.34,2024-11-19,21:00,Carousel,family_buyers,Bangalore,new_launch,completed,campaign_csv,CAMP_ROW_000059
M001,CAMP000060,PROD000180,SKU000180,Year End Clearance,Email,22312,482,411.13,14,10919.65,2024-09-26,15:00,Email,family_buyers,Chennai,traffic,completed,campaign_csv,CAMP_ROW_000060
M001,CAMP000061,PROD000325,SKU000325,Summer Essentials Campaign,Facebook,267361,19081,239781.24,685,1560359.8,2024-09-18,21:00,Carousel,young_professionals,Kochi,conversions,failed,campaign_csv,CAMP_ROW_000061
M001,CAMP000062,PROD000220,SKU000220,Black Friday Mega Sale,Instagram,5520,195,3068.92,3,4442.03,2024-04-10,19:00,Carousel,premium_buyers,Mumbai,retention,completed,campaign_csv,CAMP_ROW_000062
M001,CAMP000063,PROD000436,SKU000436,Festive Gifting Guide,Instagram,137781,1506,31869.37,61,36292.66,2024-07-18,18:00,Reel,premium_buyers,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_000063
M001,CAMP000064,PROD000484,SKU000484,Women's Day Special,WhatsApp,2553,451,791.41,63,99938.82,2024-02-17,18:00,WhatsApp Broadcast,family_buyers,Pune,retention,active,campaign_csv,CAMP_ROW_000064
M001,CAMP000065,PROD000448,SKU000448,Bangalore Fashion Drop,WhatsApp,3864,724,389.65,115,236674.85,2024-06-10,15:00,WhatsApp Broadcast,college_students,Kolkata,traffic,completed,campaign_csv,CAMP_ROW_000065
M001,CAMP000066,PROD000405,SKU000405,Festive Gifting Guide,Email,23486,1050,702.77,37,49279.05,2024-07-10,19:00,Email,family_buyers,Delhi,retargeting,completed,campaign_csv,CAMP_ROW_000066
M001,CAMP000067,PROD000129,SKU000129,Festive Gifting Guide,WhatsApp,2721,544,169.21,77,159904.12,2024-04-05,20:00,WhatsApp Broadcast,family_buyers,Hyderabad,new_launch,completed,campaign_csv,CAMP_ROW_000067
M001,CAMP000068,PROD000061,SKU000061,Repeat Buyer WhatsApp Push,Facebook,61243,3729,58004.12,93,228041.71,2024-12-18,19:00,Story,college_students,Mumbai,awareness,failed,campaign_csv,CAMP_ROW_000068
M001,CAMP000069,PROD000216,SKU000216,College Campus Collection,Email,6852,317,382.4,9,28953.09,2024-03-21,15:00,Email,family_buyers,Hyderabad,retention,completed,campaign_csv,CAMP_ROW_000069
M001,CAMP000070,PROD000316,SKU000316,Monsoon Must-Haves,Google Ads,86317,4725,61406.15,224,396272.62,2024-12-29,21:00,Display Ad,family_buyers,Mumbai,new_launch,active,campaign_csv,CAMP_ROW_000070
M001,CAMP000071,PROD000485,SKU000485,Bangalore Exclusive Drop,LinkedIn,2885,40,1988.33,0,0.0,2024-02-10,19:00,Static Post,family_buyers,Bangalore,retention,completed,campaign_csv,CAMP_ROW_000071
M001,CAMP000072,PROD000387,SKU000387,Monsoon Must-Haves,Google Ads,273304,7505,96427.99,308,718263.08,2024-04-26,15:00,Search Ad,working_women,Bangalore,retargeting,completed,campaign_csv,CAMP_ROW_000072
M001,CAMP000073,PROD000315,SKU000315,Office Wear Edit,Email,25353,604,121.37,38,131622.51,2024-04-02,18:00,Email,family_buyers,Delhi,new_launch,paused,campaign_csv,CAMP_ROW_000073
M001,CAMP000074,PROD000392,SKU000392,Weekend Comfort Sale,Google Ads,52118,2876,109178.49,74,128565.8,2024-03-22,21:00,Display Ad,fitness_lifestyle,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_000074
M001,CAMP000075,PROD000042,SKU000042,Fitness Edit Push,Facebook,34231,1410,24972.7,19,52933.54,2024-11-04,15:00,Static Post,family_buyers,Bangalore,new_launch,completed,campaign_csv,CAMP_ROW_000075
M001,CAMP000076,PROD000001,SKU000001,Repeat Buyer WhatsApp Push,Instagram,36771,2369,39132.04,154,142312.19,2024-12-01,20:00,Carousel,college_students,Bangalore,new_launch,completed,campaign_csv,CAMP_ROW_000076
M001,CAMP000077,PROD000001,SKU000001,Bangalore Fashion Drop,Instagram,31298,2037,7785.16,224,204629.45,2024-09-28,09:00,Static Post,college_students,Delhi,retargeting,active,campaign_csv,CAMP_ROW_000077
M001,CAMP000078,PROD000308,SKU000308,Year End Clearance,Google Ads,277934,12287,138304.08,654,2179190.73,2024-09-22,21:00,Search Ad,family_buyers,Bangalore,retention,active,campaign_csv,CAMP_ROW_000078
M001,CAMP000079,PROD000310,SKU000310,Weekend Comfort Sale,LinkedIn,9766,199,3930.89,10,15308.45,2024-05-11,18:00,Static Post,college_students,Pune,awareness,failed,campaign_csv,CAMP_ROW_000079
M001,CAMP000080,PROD000001,SKU000001,Year End Clearance,Instagram,255398,15630,210835.61,1128,1020064.17,2024-08-22,20:00,Story,college_students,Bangalore,conversions,completed,campaign_csv,CAMP_ROW_000080
M001,CAMP000081,PROD000497,SKU000497,Bangalore Exclusive Drop,Instagram,227059,6197,59462.84,200,898968.75,2024-07-07,09:00,Carousel,college_students,Kolkata,conversions,paused,campaign_csv,CAMP_ROW_000081
M001,CAMP000082,PROD000001,SKU000001,Weekend Comfort Sale,Facebook,295083,28140,557420.74,1173,1014543.36,2024-01-16,19:00,Reel,college_students,Hyderabad,new_launch,completed,campaign_csv,CAMP_ROW_000082
M001,CAMP000083,PROD000397,SKU000397,Weekend Wardrobe,Instagram,241528,13892,324497.62,370,1579260.51,2024-05-24,09:00,Story,college_students,Chennai,retention,completed,campaign_csv,CAMP_ROW_000083
M001,CAMP000084,PROD000017,SKU000017,Women's Day Special,Instagram,276407,13042,232727.61,357,1060794.86,2024-03-14,19:00,Reel,young_professionals,Bangalore,conversions,failed,campaign_csv,CAMP_ROW_000084
M001,CAMP000085,PROD000384,SKU000384,Premium Buyer Retargeting,Email,2554,108,106.59,5,18873.69,2024-10-11,19:00,Email,working_women,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_000085
M001,CAMP000086,PROD000370,SKU000370,Streetwear Culture Drop,Google Ads,179385,8006,56299.96,264,332939.72,2024-08-18,19:00,Display Ad,premium_buyers,Bangalore,new_launch,paused,campaign_csv,CAMP_ROW_000086
M001,CAMP000087,PROD000001,SKU000001,Republic Day Rush,Email,1985,93,45.9,2,1957.62,2024-02-04,12:00,Email,college_students,Ahmedabad,awareness,failed,campaign_csv,CAMP_ROW_000087
M001,CAMP000088,PROD000250,SKU000250,Republic Day Rush,WhatsApp,4938,995,832.37,51,159014.81,2024-05-12,19:00,WhatsApp Broadcast,college_students,Ahmedabad,new_launch,active,campaign_csv,CAMP_ROW_000088
M001,CAMP000089,PROD000438,SKU000438,Office Wear Edit,Instagram,12770,393,7786.45,23,36251.35,2024-06-15,15:00,Story,premium_buyers,Bangalore,retargeting,active,campaign_csv,CAMP_ROW_000089
M001,CAMP000090,PROD000376,SKU000376,New Arrivals Reel Blast,Instagram,176747,7343,165520.06,299,530594.4,2024-11-20,20:00,Reel,family_buyers,Ahmedabad,new_launch,completed,campaign_csv,CAMP_ROW_000090
M001,CAMP000091,PROD000179,SKU000179,Festive Gifting Guide,Instagram,120819,4298,29713.93,60,105585.96,2024-01-19,19:00,Carousel,family_buyers,Chennai,new_launch,completed,campaign_csv,CAMP_ROW_000091
M001,CAMP000092,PROD000007,SKU000007,Weekend Wardrobe,Email,15769,291,278.62,22,89735.8,2024-01-10,15:00,Email,family_buyers,Pune,retention,active,campaign_csv,CAMP_ROW_000092
M001,CAMP000093,PROD000317,SKU000317,Back to Work Edit,Instagram,270299,5449,36946.22,273,276164.15,2024-05-29,09:00,Static Post,premium_buyers,Pune,retention,completed,campaign_csv,CAMP_ROW_000093
M001,CAMP000094,PROD000001,SKU000001,Republic Day Rush,Google Ads,247042,10472,89570.43,441,406556.21,2024-02-22,18:00,Display Ad,college_students,Jaipur,conversions,completed,campaign_csv,CAMP_ROW_000094
M001,CAMP000095,PROD000084,SKU000084,Black Friday Mega Sale,Facebook,137680,7751,79535.77,455,676309.48,2024-06-21,18:00,Reel,working_women,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_000095
M001,CAMP000096,PROD000365,SKU000365,Bangalore Exclusive Drop,Facebook,59859,1321,5250.69,33,73791.19,2024-06-26,15:00,Static Post,working_women,Bangalore,retention,completed,campaign_csv,CAMP_ROW_000096
M001,CAMP000097,PROD000084,SKU000084,Bangalore Fashion Drop,LinkedIn,9790,76,3781.39,3,4112.76,2024-06-10,15:00,Carousel,working_women,Bangalore,awareness,completed,campaign_csv,CAMP_ROW_000097
M001,CAMP000098,PROD000055,SKU000055,Fitness Edit Push,WhatsApp,3719,953,225.66,79,74814.33,2024-02-21,09:00,WhatsApp Broadcast,fitness_lifestyle,Mumbai,awareness,failed,campaign_csv,CAMP_ROW_000098
M001,CAMP000099,PROD000260,SKU000260,Repeat Buyer WhatsApp Push,LinkedIn,4280,43,981.46,1,763.25,2024-09-30,09:00,Static Post,young_professionals,Bangalore,new_launch,completed,campaign_csv,CAMP_ROW_000099
M001,CAMP000100,PROD000001,SKU000001,Year End Clearance,Facebook,15866,658,3267.92,58,53636.6,2024-03-18,18:00,Story,college_students,Bangalore,new_launch,completed,campaign_csv,CAMP_ROW_000100
M001,CAMP000101,PROD000213,SKU000213,Bangalore Exclusive Drop,WhatsApp,4040,818,424.84,86,163125.96,2024-12-28,21:00,WhatsApp Broadcast,family_buyers,Bangalore,traffic,active,campaign_csv,CAMP_ROW_000101
M001,CAMP000102,PROD000223,SKU000223,Bangalore Fashion Drop,Instagram,235175,14482,101591.29,767,2761048.04,2024-01-17,20:00,Reel,college_students,Jaipur,traffic,completed,campaign_csv,CAMP_ROW_000102
M001,CAMP000103,PROD000392,SKU000392,Premium Buyer Retargeting,Instagram,249798,9956,240743.94,526,920287.78,2024-10-20,20:00,Carousel,fitness_lifestyle,Bangalore,retention,completed,campaign_csv,CAMP_ROW_000103
M001,CAMP000104,PROD000494,SKU000494,Diwali Streetwear Push,WhatsApp,1128,134,248.93,16,69713.2,2024-08-19,21:00,WhatsApp Broadcast,college_students,Jaipur,traffic,active,campaign_csv,CAMP_ROW_000104
M001,CAMP000105,PROD000193,SKU000193,New Arrivals Reel Blast,Facebook,91009,2612,38594.25,151,266111.24,2024-06-10,18:00,Story,premium_buyers,Bangalore,retention,active,campaign_csv,CAMP_ROW_000105
M001,CAMP000106,PROD000188,SKU000188,Black Friday Mega Sale,Email,3707,116,24.17,8,20466.19,2024-10-15,09:00,Email,college_students,Bangalore,traffic,completed,campaign_csv,CAMP_ROW_000106
M001,CAMP000107,PROD000020,SKU000020,Women's Day Special,Email,1546,39,58.23,2,3174.32,2024-11-25,12:00,Email,young_professionals,Bangalore,awareness,paused,campaign_csv,CAMP_ROW_000107
M001,CAMP000108,PROD000017,SKU000017,Republic Day Rush,Google Ads,69214,1501,29524.46,33,89746.82,2024-08-03,12:00,Display Ad,young_professionals,Delhi,new_launch,active,campaign_csv,CAMP_ROW_000108
M001,CAMP000109,PROD000038,SKU000038,Weekend Wardrobe,Email,12650,361,477.87,17,61701.2,2024-11-15,21:00,Email,family_buyers,Bangalore,conversions,completed,campaign_csv,CAMP_ROW_000109
M001,CAMP000110,PROD000001,SKU000001,Women's Day Special,Facebook,135723,11514,142118.49,930,886312.14,2024-02-05,20:00,Static Post,college_students,Bangalore,new_launch,completed,campaign_csv,CAMP_ROW_000110
M001,CAMP000111,PROD000486,SKU000486,Back to Work Edit,Google Ads,94962,2564,80589.16,122,152138.16,2024-11-30,18:00,Search Ad,college_students,Bangalore,awareness,failed,campaign_csv,CAMP_ROW_000111
M001,CAMP000112,PROD000007,SKU000007,Monsoon Must-Haves,WhatsApp,1941,247,128.78,48,177901.44,2024-08-29,15:00,WhatsApp Broadcast,family_buyers,Mumbai,awareness,active,campaign_csv,CAMP_ROW_000112
M001,CAMP000113,PROD000111,SKU000111,Republic Day Rush,WhatsApp,2078,474,326.09,61,138555.93,2024-05-17,20:00,WhatsApp Broadcast,family_buyers,Bangalore,retention,completed,campaign_csv,CAMP_ROW_000113
M001,CAMP000114,PROD000043,SKU000043,Weekend Wardrobe,Instagram,27389,851,16320.51,28,104155.41,2024-06-23,19:00,Carousel,family_buyers,Bangalore,retargeting,completed,campaign_csv,CAMP_ROW_000114
M001,CAMP000115,PROD000272,SKU000272,Premium Buyer Retargeting,Email,18105,758,792.0,18,32230.38,2024-11-17,15:00,Email,young_professionals,Bangalore,retention,completed,campaign_csv,CAMP_ROW_000115
M001,CAMP000116,PROD000210,SKU000210,Repeat Buyer WhatsApp Push,Instagram,217302,10051,205450.75,455,2141325.1,2024-11-06,19:00,Story,premium_buyers,Bangalore,retention,paused,campaign_csv,CAMP_ROW_000116
M001,CAMP000117,PROD000215,SKU000215,Year End Clearance,Instagram,203956,11039,200769.91,529,2580664.32,2024-09-24,09:00,Reel,working_women,Kochi,awareness,completed,campaign_csv,CAMP_ROW_000117
M001,CAMP000118,PROD000177,SKU000177,College Campus Collection,WhatsApp,3812,1177,687.45,212,453411.06,2024-04-02,19:00,WhatsApp Broadcast,college_students,Delhi,retargeting,completed,campaign_csv,CAMP_ROW_000118
M001,CAMP000119,PROD000092,SKU000092,Back to Work Edit,Google Ads,181718,5148,164003.78,218,751909.1,2024-06-07,12:00,Search Ad,college_students,Kochi,conversions,active,campaign_csv,CAMP_ROW_000119
M001,CAMP000120,PROD000391,SKU000391,Repeat Buyer WhatsApp Push,Facebook,238830,12293,223584.47,668,2435226.5,2024-06-22,20:00,Story,college_students,Kolkata,traffic,completed,campaign_csv,CAMP_ROW_000120
M001,CAMP000121,PROD000475,SKU000475,Black Friday Mega Sale,Facebook,199989,10848,186751.7,370,1034670.37,2024-07-01,09:00,Story,family_buyers,Chennai,traffic,completed,campaign_csv,CAMP_ROW_000121
M001,CAMP000122,PROD000001,SKU000001,Year End Clearance,WhatsApp,2866,909,420.26,152,126375.27,2024-02-29,15:00,WhatsApp Broadcast,college_students,Mumbai,retention,active,campaign_csv,CAMP_ROW_000122
M001,CAMP000123,PROD000396,SKU000396,Repeat Buyer WhatsApp Push,Facebook,22354,686,8716.48,32,28766.09,2024-12-15,09:00,Story,premium_buyers,Bangalore,retargeting,completed,campaign_csv,CAMP_ROW_000123
M001,CAMP000124,PROD000350,SKU000350,Fitness Edit Push,WhatsApp,1293,255,384.05,31,53618.58,2024-10-02,15:00,WhatsApp Broadcast,college_students,Hyderabad,retention,paused,campaign_csv,CAMP_ROW_000124
M001,CAMP000125,PROD000444,SKU000444,College Campus Collection,Facebook,235414,17161,359480.79,514,546303.89,2024-12-06,21:00,Story,family_buyers,Hyderabad,new_launch,paused,campaign_csv,CAMP_ROW_000125
M001,CAMP000126,PROD000349,SKU000349,Bangalore Exclusive Drop,LinkedIn,2533,39,403.26,0,0.0,2024-03-30,15:00,Static Post,college_students,Bangalore,retention,completed,campaign_csv,CAMP_ROW_000126
