merchant_id,product_id,sku,product_name,category,subcategory,brand,price,cost_price,margin_percent,target_segment,customer_type,inventory_count,refund_rate_percent,rating,is_active,launch_date,source,source_row_id
M001,PROD000035,SKU000035,Pink Scented Candle,lifestyle,decor,UrbanThreads,1629,930.29,42.89,family_buyers,Returning,216,14.25,3.9,true,2023-07-16,product_csv,PROD_ROW_035
M001,PROD000036,SKU000036,Pink Moisturising Cream,beauty,skincare,UrbanThreads,2820,1514.32,46.3,working_women,High-Value,436,1.01,3.2,true,2024-03-16,product_csv,PROD_ROW_036
M001,PROD000037,SKU000037,Blue Boho Plant Pot,lifestyle,decor,UrbanThreads,2210,1057.28,52.16,family_buyers,Returning,416,18.12,4.5,true,2023-06-23,product_csv,PROD_ROW_037
M001,PROD000038,SKU000038,Olive Linen Bedsheet,home,bedsheet,UrbanThreads,3418,1715.43,49.81,family_buyers,New,429,19.09,3.1,true,2023-11-14,product_csv,PROD_ROW_038
M001,PROD000039,SKU000039,Navy Minimal White Sneakers,footwear,sneakers,UrbanThreads,1188,849.82,28.47,college_students,High-Value,445,15.6,3.6,false,2024-10-06,product_csv,PROD_ROW_039
M001,PROD000040,SKU000040,Orange Boho Plant Pot,lifestyle,decor,UrbanThreads,2423,1526.95,36.98,family_buyers,High-Value,362,1.11,4.4,true,2023-04-20,product_csv,PROD_ROW_040
M001,PROD000041,SKU000041,Navy Sport Deodorant,beauty,perfume,UrbanThreads,4404,3621.76,17.76,premium_buyers,New,243,3.53,3.7,true,2024-06-27,product_csv,PROD_ROW_041
M001,PROD000042,SKU000042,Brown Boho Plant Pot,lifestyle,decor,UrbanThreads,2908,1168.28,59.83,family_buyers,Returning,435,18.23,3.6,true,2023-06-12,product_csv,PROD_ROW_042
M001,PROD000043,SKU000043,Blue Microfibre Bedcover,home,bedsheet,UrbanThreads,3778,2697.56,28.6,family_buyers,High-Value,258,12.91,3.2,true,2023-03-21,product_csv,PROD_ROW_043
M001,PROD000044,SKU000044,Grey Microfibre Bedcover,home,bedsheet,UrbanThreads,2074,1398.21,32.58,family_buyers,New,80,3.87,3.5,false,2023-06-06,product_csv,PROD_ROW_044
M001,PROD000045,SKU000045,White Printed Bedsheet,home,bedsheet,UrbanThreads,2368,1581.86,33.2,family_buyers,Returning,41,4.93,3.6,true,2024-08-21,product_csv,PROD_ROW_045
M001,PROD000046,SKU000046,Maroon Linen Bedsheet,home,bedsheet,UrbanThreads,2257,1326.35,41.23,family_buyers,Returning,395,8.41,4.7,true,2024-03-05,product_csv,PROD_ROW_046
M001,PROD000047,SKU000047,Blue Macrame Wall Hanging,lifestyle,decor,UrbanThreads,1516,925.2,38.97,family_buyers,Returning,182,13.71,4.5,true,2023-06-19,product_csv,PROD_ROW_047
M001,PROD000048,SKU000048,Mustard Sport Deodorant,beauty,perfume,UrbanThreads,819,287.62,64.88,premium_buyers,New,6,3.58,3.7,true,2023-02-21,product_csv,PROD_ROW_048
M001,PROD000049,SKU000049,Beige Sling Bag,accessories,handbag,UrbanThreads,4523,3031.47,32.98,working_women,Returning,395,19.07,3.6,true,2023-03-25,product_csv,PROD_ROW_049
M001,PROD000050,SKU000050,Orange Sport Deodorant,beauty,perfume,UrbanThreads,1025,307.55,70.0,premium_buyers,New,342,2.3,4.9,true,2023-02-11,product_csv,PROD_ROW_050
M001,PROD000051,SKU000051,Grey Slim Fit Jeans,fashion,denim_jeans,UrbanThreads,3543,2714.61,23.38,young_professionals,Returning,1,16.51,3.0,true,2024-12-17,product_csv,PROD_ROW_051
M001,PROD000052,SKU000052,Navy Crossbody Bag,accessories,handbag,UrbanThreads,1737,733.39,57.78,working_women,Returning,65,12.0,4.8,true,2024-08-12,product_csv,PROD_ROW_052
M001,PROD000053,SKU000053,Red Sateen Bedsheet,home,bedsheet,UrbanThreads,1010,529.59,47.57,family_buyers,New,366,18.18,4.6,true,2024-09-06,product_csv,PROD_ROW_053
M001,PROD000054,SKU000054,Beige Drop Shoulder Tee,fashion,oversized_tshirt,UrbanThreads,837,406.92,51.38,streetwear_lovers,High-Value,341,7.48,4.6,true,2024-05-16,product_csv,PROD_ROW_054
M001,PROD000055,SKU000055,Beige Active Joggers,fashion,joggers,UrbanThreads,912,556.76,38.95,fitness_lifestyle,High-Value,148,12.7,4.8,true,2024-05-10,product_csv,PROD_ROW_055
M001,PROD000056,SKU000056,Maroon Night Repair Cream,beauty,skincare,UrbanThreads,1398,940.48,32.73,working_women,New,4,19.05,3.1,true,2024-04-20,product_csv,PROD_ROW_056
M001,PROD000057,SKU000057,Beige Scented Candle,lifestyle,decor,UrbanThreads,2423,925.53,61.8,family_buyers,Returning,118,7.74,3.1,true,2023-10-14,product_csv,PROD_ROW_057
M001,PROD000058,SKU000058,Green Scented Candle,lifestyle,decor,UrbanThreads,2515,826.34,67.14,family_buyers,New,378,8.72,3.9,true,2023-09-04,product_csv,PROD_ROW_058
M001,PROD000059,SKU000059,Pink Printed Bedsheet,home,bedsheet,UrbanThreads,2534,1048.79,58.61,family_buyers,Returning,123,8.68,3.1,true,2024-11-10,product_csv,PROD_ROW_059
M001,PROD000060,SKU000060,Blue Wooden Desk Organiser,lifestyle,decor,UrbanThreads,2573,1700.58,33.91,family_buyers,Returning,190,14.35,3.2,true,2023-09-15,product_csv,PROD_ROW_060
M001,PROD000061,SKU000061,Orange Retro Runners,footwear,sneakers,UrbanThreads,2291,1796.71,21.58,college_students,High-Value,2,4.64,4.3,true,2023-10-11,product_csv,PROD_ROW_061
M001,PROD000062,SKU000062,White Sateen Bedsheet,home,bedsheet,UrbanThreads,1912,1385.98,27.51,family_buyers,Returning,17,14.45,2.8,true,2023-02-16,product_csv,PROD_ROW_062
M001,PROD000063,SKU000063,Olive Floral Midi Dress,fashion,dress,UrbanThreads,2809,2229.16,20.64,working_women,High-Value,155,9.92,3.6,true,2023-07-08,product_csv,PROD_ROW_063
M001,PROD000064,SKU000064,Maroon Essential Polo Shirt,fashion,polo_tshirt,UrbanThreads,732,291.22,60.22,young_professionals,Returning,47,11.96,4.2,true,2023-06-05,product_csv,PROD_ROW_064
M001,PROD000065,SKU000065,White Retro Runners,footwear,sneakers,UrbanThreads,1484,805.9,45.69,college_students,High-Value,315,16.02,3.1,true,2024-06-19,product_csv,PROD_ROW_065
M001,PROD000066,SKU000066,Teal Face Wash Gel,beauty,skincare,UrbanThreads,1516,571.39,62.31,working_women,Returning,301,12.8,4.0,true,2023-04-12,product_csv,PROD_ROW_066
M001,PROD000067,SKU000067,Olive Minimal White Sneakers,footwear,sneakers,UrbanThreads,1642,1179.08,28.19,college_students,New,90,1.05,3.6,false,2024-08-31,product_csv,PROD_ROW_067
M001,PROD000068,SKU000068,Black Moisturising Cream,beauty,skincare,UrbanThreads,1479,682.08,53.88,working_women,New,361,5.44,3.2,true,2024-10-02,product_csv,PROD_ROW_068
M001,PROD000069,SKU000069,Red Scented Candle,lifestyle,decor,UrbanThreads,2629,1909.59,27.36,family_buyers,Returning,433,3.7,2.6,true,2023-11-11,product_csv,PROD_ROW_069
M001,PROD000070,SKU000070,Blue Scented Candle,lifestyle,decor,UrbanThreads,2318,1092.3,52.88,family_buyers,Returning,266,11.26,3.6,true,2024-09-04,product_csv,PROD_ROW_070
M001,PROD000071,SKU000071,Orange Comfort Joggers,fashion,joggers,UrbanThreads,1835,1307.07,28.77,fitness_lifestyle,New,355,16.88,3.9,true,2023-01-22,product_csv,PROD_ROW_071
M001,PROD000072,SKU000072,Mustard Cotton King Bedsheet,home,bedsheet,UrbanThreads,3824,1659.82,56.59,family_buyers,High-Value,343,9.4,3.2,true,2024-08-22,product_csv,PROD_ROW_072
M001,PROD000073,SKU000073,White Face Wash Gel,beauty,skincare,UrbanThreads,1724,1078.2,37.46,working_women,High-Value,63,17.3,3.3,true,2024-12-11,product_csv,PROD_ROW_073
M001,PROD000074,SKU000074,Pink Face Wash Gel,beauty,skincare,UrbanThreads,2552,2117.69,17.02,working_women,Returning,139,7.14,4.9,true,2024-02-18,product_csv,PROD_ROW_074
M001,PROD000075,SKU000075,Pink Wooden Desk Organiser,lifestyle,decor,UrbanThreads,2291,1426.64,37.73,family_buyers,High-Value,5,12.83,3.7,true,2024-03-28,product_csv,PROD_ROW_075
M001,PROD000076,SKU000076,Olive Stretch Denim Jeans,fashion,denim_jeans,UrbanThreads,1535,521.56,66.02,young_professionals,High-Value,258,3.31,4.9,true,2024-09-15,product_csv,PROD_ROW_076
M001,PROD000077,SKU000077,Olive Slip-On Sneakers,footwear,sneakers,UrbanThreads,1055,576.31,45.37,college_students,New,440,18.35,3.7,true,2023-05-01,product_csv,PROD_ROW_077
M001,PROD000078,SKU000078,Blue Microfibre Bedcover,home,bedsheet,UrbanThreads,2783,1285.81,53.8,family_buyers,Returning,251,5.63,3.9,true,2024-01-28,product_csv,PROD_ROW_078
M001,PROD000079,SKU000079,Maroon Minimal White Sneakers,footwear,sneakers,UrbanThreads,2130,905.31,57.5,college_students,Returning,488,15.97,3.2,true,2023-01-03,product_csv,PROD_ROW_079
M001,PROD000080,SKU000080,Maroon Crossbody Bag,accessories,handbag,UrbanThreads,4810,1799.45,62.59,working_women,High-Value,257,7.56,3.9,true,2024-07-10,product_csv,PROD_ROW_080
M001,PROD000081,SKU000081,Teal Sunscreen SPF50,beauty,skincare,UrbanThreads,1071,332.62,68.94,working_women,High-Value,206,5.44,4.4,true,2023-02-14,product_csv,PROD_ROW_081
M001,PROD000082,SKU000082,Orange Backpack,accessories,handbag,UrbanThreads,3961,1213.54,69.36,working_women,Returning,28,3.4,4.9,true,2023-12-06,product_csv,PROD_ROW_082
M001,PROD000083,SKU000083,White Puffer Jacket,fashion,jacket,UrbanThreads,3370,2836.05,15.84,streetwear_lovers,Returning,455,17.24,2.9,true,2024-04-25,product_csv,PROD_ROW_083
M001,PROD000084,SKU000084,Mustard Backpack,accessories,handbag,UrbanThreads,1456,555.51,61.85,working_women,Returning,498,7.02,4.3,true,2024-05-14,product_csv,PROD_ROW_084
M001,PROD000085,SKU000085,Mustard Scented Candle,lifestyle,decor,UrbanThreads,1360,683.89,49.71,family_buyers,New,392,12.72,4.9,true,2024-10-10,product_csv,PROD_ROW_085
M001,PROD000086,SKU000086,Blue Sateen Bedsheet,home,bedsheet,UrbanThreads,3541,2426.62,31.47,family_buyers,New,176,16.13,3.2,true,2024-01-19,product_csv,PROD_ROW_086
M001,PROD000087,SKU000087,Grey Sport Deodorant,beauty,perfume,UrbanThreads,3974,2140.95,46.13,premium_buyers,New,99,2.5,4.7,true,2024-09-26,product_csv,PROD_ROW_087
M001,PROD000088,SKU000088,Blue Linen Bedsheet,home,bedsheet,UrbanThreads,1285,928.15,27.77,family_buyers,Returning,140,13.67,4.7,true,2024-04-21,product_csv,PROD_ROW_088
M001,PROD000089,SKU000089,White Reversible Belt,accessories,belt,UrbanThreads,1106,339.31,69.32,premium_buyers,High-Value,227,14.12,3.6,true,2023-11-06,product_csv,PROD_ROW_089
M001,PROD000090,SKU000090,Maroon Low Top Sneakers,footwear,sneakers,UrbanThreads,1435,1032.54,28.05,college_students,High-Value,161,19.86,3.2,true,2024-11-05,product_csv,PROD_ROW_090
M001,PROD000091,SKU000091,Black Night Repair Cream,beauty,skincare,UrbanThreads,499,174.23,65.08,working_women,Returning,407,16.18,4.0,true,2023-12-27,product_csv,PROD_ROW_091
M001,PROD000092,SKU000092,Mustard Canvas Sneakers,footwear,sneakers,UrbanThreads,3775,1639.98,56.56,college_students,High-Value,59,18.16,4.1,true,2023-11-13,product_csv,PROD_ROW_092
M001,PROD000093,SKU000093,Mustard Oud Perfume,beauty,perfume,UrbanThreads,1675,1340.71,19.96,premium_buyers,Returning,392,8.89,3.0,true,2024-07-06,product_csv,PROD_ROW_093
M001,PROD000094,SKU000094,Maroon Sling Bag,accessories,handbag,UrbanThreads,2904,1008.48,65.27,working_women,Returning,392,17.54,4.5,true,2024-04-24,product_csv,PROD_ROW_094
M001,PROD000095,SKU000095,Brown Zip Hoodie,fashion,hoodie,UrbanThreads,2626,835.07,68.2,college_students,Returning,56,16.02,2.5,true,2024-07-03,product_csv,PROD_ROW_095
M001,PROD000096,SKU000096,Beige Windbreaker Jacket,fashion,jacket,UrbanThreads,3893,2493.22,35.96,streetwear_lovers,New,355,5.44,2.6,true,2024-07-28,product_csv,PROD_ROW_096
M001,PROD000097,SKU000097,Pink Premium Leather Belt,accessories,belt,UrbanThreads,1700,674.7,60.31,premium_buyers,High-Value,219,3.22,2.6,true,2023-02-08,product_csv,PROD_ROW_097
M001,PROD000098,SKU000098,White Tote Bag,accessories,handbag,UrbanThreads,2722,985.38,63.8,working_women,Returning,242,8.05,4.9,true,2024-12-14,product_csv,PROD_ROW_098
M001,PROD000099,SKU000099,Mustard Macrame Wall Hanging,lifestyle,decor,UrbanThreads,2098,1027.59,51.02,family_buyers,High-Value,218,18.84,3.2,true,2024-12-07,product_csv,PROD_ROW_099
M001,PROD000100,SKU000100,Blue Reversible Belt,accessories,belt,UrbanThreads,882,334.72,62.05,premium_buyers,High-Value,198,11.34,4.9,true,2024-01-03,product_csv,PROD_ROW_100
M001,PROD000101,SKU000101,Olive Slim Joggers,fashion,joggers,UrbanThreads,849,278.51,67.2,fitness_lifestyle,New,349,5.03,4.1,true,2023-01-22,product_csv,PROD_ROW_101
M001,PROD000102,SKU000102,Grey Printed Cotton Kurta,fashion,kurta,UrbanThreads,2911,2145.81,26.29,working_women,New,310,5.1,4.7,false,2023-12-03,product_csv,PROD_ROW_102
M001,PROD000103,SKU000103,Olive Retro Runners,footwear,sneakers,UrbanThreads,1531,846.46,44.71,college_students,New,348,17.46,2.8,true,2024-01-02,product_csv,PROD_ROW_103
M001,PROD000104,SKU000104,Black Retro Runners,footwear,sneakers,UrbanThreads,2085,1712.16,17.88,college_students,High-Value,68,15.17,3.7,true,2024-01-06,product_csv,PROD_ROW_104
M001,PROD000105,SKU000105,Blue Wooden Desk Organiser,lifestyle,decor,UrbanThreads,1306,431.01,67.0,family_buyers,High-Value,8,6.73,4.1,true,2023-02-01,product_csv,PROD_ROW_105
M001,PROD000106,SKU000106,Maroon Utility Jacket,fashion,jacket,UrbanThreads,3245,1533.74,52.74,streetwear_lovers,High-Value,475,9.43,4.7,true,2023-11-26,product_csv,PROD_ROW_106
M001,PROD000107,SKU000107,White Macrame Wall Hanging,lifestyle,decor,UrbanThreads,1525,772.6,49.34,family_buyers,High-Value,176,8.24,4.0,true,2023-10-29,product_csv,PROD_ROW_107
M001,PROD000108,SKU000108,White Vitamin C Serum,beauty,skincare,UrbanThreads,2980,1466.15,50.8,working_women,High-Value,453,5.09,3.6,true,2023-08-22,product_csv,PROD_ROW_108
M001,PROD000109,SKU000109,Maroon Face Wash Gel,beauty,skincare,UrbanThreads,1932,1200.17,37.88,working_women,Returning,228,6.94,3.1,true,2023-06-06,product_csv,PROD_ROW_109
M001,PROD000110,SKU000110,White Cotton King Bedsheet,home,bedsheet,UrbanThreads,1048,837.06,20.13,family_buyers,High-Value,388,8.08,2.8,true,2023-03-03,product_csv,PROD_ROW_110
M001,PROD000111,SKU000111,Pink Scented Candle,lifestyle,decor,UrbanThreads,2081,1364.14,34.45,family_buyers,High-Value,36,19.4,4.0,true,2023-12-27,product_csv,PROD_ROW_111
M001,PROD000112,SKU000112,Grey Floral Midi Dress,fashion,dress,UrbanThreads,2774,2015.77,27.33,working_women,Returning,442,11.57,2.8,true,2023-10-13,product_csv,PROD_ROW_112
M001,PROD000113,SKU000113,Brown Boho Plant Pot,lifestyle,decor,UrbanThreads,2696,846.54,68.6,family_buyers,New,321,18.65,4.6,true,2023-10-01,product_csv,PROD_ROW_113
M001,PROD000114,SKU000114,Olive Fleece Hoodie,fashion,hoodie,UrbanThreads,2390,1570.08,34.31,college_students,New,299,17.26,2.7,true,2024-10-10,product_csv,PROD_ROW_114
M001,PROD000115,SKU000115,Orange Relaxed Linen Shirt,fashion,linen_shirt,UrbanThreads,1239,796.79,35.69,young_professionals,Returning,2,8.03,4.3,true,2024-08-04,product_csv,PROD_ROW_115
M001,PROD000116,SKU000116,Teal Scented Candle,lifestyle,decor,UrbanThreads,1036,790.91,23.66,family_buyers,High-Value,51,14.18,4.2,true,2024-05-12,product_csv,PROD_ROW_116
M001,PROD000117,SKU000117,Red Minimalist Photo Frame,lifestyle,decor,UrbanThreads,1281,556.95,56.52,family_buyers,Returning,230,3.11,4.2,true,2024-08-30,product_csv,PROD_ROW_117
M001,PROD000118,SKU000118,Black Moisturising Cream,beauty,skincare,UrbanThreads,1917,591.5,69.14,working_women,New,3,6.73,3.0,true,2023-05-21,product_csv,PROD_ROW_118
M001,PROD000119,SKU000119,Beige Tote Bag,accessories,handbag,UrbanThreads,862,496.89,42.36,working_women,New,76,8.22,4.3,true,2024-05-27,product_csv,PROD_ROW_119
M001,PROD000120,SKU000120,White Boho Plant Pot,lifestyle,decor,UrbanThreads,572,348.97,38.99,family_buyers,New,451,6.95,3.6,false,2024-02-19,product_csv,PROD_ROW_120
M001,PROD000121,SKU000121,Olive Cotton King Bedsheet,home,bedsheet,UrbanThreads,2358,1977.25,16.15,family_buyers,New,420,19.0,3.7,true,2024-12-07,product_csv,PROD_ROW_121
M001,PROD000122,SKU000122,Red Premium Leather Belt,accessories,belt,UrbanThreads,897,547.51,38.96,premium_buyers,High-Value,50,8.52,3.3,true,2023-12-14,product_csv,PROD_ROW_122
M001,PROD000123,SKU000123,Brown Retro Runners,footwear,sneakers,UrbanThreads,1311,746.27,43.08,college_students,High-Value,8,4.68,4.4,false,2023-12-26,product_csv,PROD_ROW_123
M001,PROD000124,SKU000124,Grey Cotton King Bedsheet,home,bedsheet,UrbanThreads,1298,920.56,29.08,family_buyers,High-Value,88,15.44,4.1,true,2023-07-01,product_csv,PROD_ROW_124
M001,PROD000125,SKU000125,Blue Linen Bedsheet,home,bedsheet,UrbanThreads,3811,2024.76,46.87,family_buyers,High-Value,171,3.87,2.7,true,2024-03-28,product_csv,PROD_ROW_125
M001,PROD000126,SKU000126,Brown Microfibre Bedcover,home,bedsheet,UrbanThreads,3121,2556.43,18.09,family_buyers,New,168,9.77,2.6,true,2024-01-13,product_csv,PROD_ROW_126
M001,PROD000127,SKU000127,Pink Premium Leather Belt,accessories,belt,UrbanThreads,1658,867.56,47.67,premium_buyers,Returning,307,11.53,4.5,true,2023-02-12,product_csv,PROD_ROW_127
M001,PROD000128,SKU000128,Beige Sport Deodorant,beauty,perfume,UrbanThreads,4495,2581.24,42.58,premium_buyers,Returning,62,16.41,4.6,true,2023-03-28,product_csv,PROD_ROW_128
M001,PROD000129,SKU000129,Black Macrame Wall Hanging,lifestyle,decor,UrbanThreads,2192,668.47,69.5,family_buyers,High-Value,9,4.02,3.4,true,2023-10-17,product_csv,PROD_ROW_129
M001,PROD000130,SKU000130,Brown Sunscreen SPF50,beauty,skincare,UrbanThreads,2747,2255.83,17.88,working_women,New,178,2.8,4.2,true,2023-10-18,product_csv,PROD_ROW_130
M001,PROD000131,SKU000131,Beige Premium Leather Belt,accessories,belt,UrbanThreads,1592,772.14,51.5,premium_buyers,Returning,345,14.27,3.5,true,2024-09-01,product_csv,PROD_ROW_131
M001,PROD000132,SKU000132,Olive Linen Bedsheet,home,bedsheet,UrbanThreads,2241,1111.71,50.39,family_buyers,New,353,14.35,4.9,true,2024-12-02,product_csv,PROD_ROW_132
M001,PROD000133,SKU000133,Pink Boho Plant Pot,lifestyle,decor,UrbanThreads,2481,1615.12,34.9,family_buyers,Returning,102,19.07,3.4,true,2024-05-12,product_csv,PROD_ROW_133
M001,PROD000134,SKU000134,Navy Retro Runners,footwear,sneakers,UrbanThreads,1315,903.82,31.27,college_students,High-Value,404,11.26,4.3,true,2024-06-23,product_csv,PROD_ROW_134
M001,PROD000135,SKU000135,Teal Block Print Kurta,fashion,kurta,UrbanThreads,1135,591.92,47.85,working_women,New,102,16.8,4.4,true,2023-06-19,product_csv,PROD_ROW_135
M001,PROD000136,SKU000136,Black Printed Bedsheet,home,bedsheet,UrbanThreads,2191,1047.3,52.2,family_buyers,Returning,322,6.41,4.4,true,2024-04-04,product_csv,PROD_ROW_136
M001,PROD000137,SKU000137,Olive Low Top Sneakers,footwear,sneakers,UrbanThreads,4701,1836.62,60.93,college_students,High-Value,494,11.84,3.6,true,2023-10-16,product_csv,PROD_ROW_137
M001,PROD000138,SKU000138,Navy Moisturising Cream,beauty,skincare,UrbanThreads,2775,2147.52,22.61,working_women,New,338,10.13,3.4,true,2023-04-16,product_csv,PROD_ROW_138
M001,PROD000139,SKU000139,Olive Cotton King Bedsheet,home,bedsheet,UrbanThreads,3824,2913.23,23.82,family_buyers,High-Value,85,16.79,2.7,false,2023-08-16,product_csv,PROD_ROW_139
